family, generation, instance_type, ECU, vCPU, physical_processor, clock_speed_ghz, pretty_name, memory, network_performance, FPGA, GPU, storage_devices, storage_ssd, storage_nvme_ssd, storage_size, pricing, entry
Memory optimized,current,r6a.2xlarge,0,8,AMD EPYC 7R13 Processor,2.95 GHz,R6A Double Extra Large,64,Up to 12.5 Gigabit,0,0,,,,,0.4536,201
Memory optimized,current,u-3tb1.56xlarge,0,224,Intel Xeon Scalable (Skylake),2.1 GHz,U-3TB1 56xlarge,3072,50 Gigabit,0,0,,,,,27.3,201
General purpose,current,t3.2xlarge,variable,8,Intel Skylake E5 2686 v5,3.1 GHz,T3 Double Extra Large,32,Up to 5 Gigabit,0,0,,,,,0.3328,201
Storage optimized,current,d2.2xlarge,28,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,D2 Double Extra Large,61,High,0,0,6,false,false,2048,1.38,201
Memory optimized,current,r6g.metal,0,64,AWS Graviton2 Processor,2.5 GHz,R6G Metal,512,25 Gigabit,0,0,,,,,3.2256,201
Storage optimized,current,d2.4xlarge,56,16,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,D2 Quadruple Extra Large,122,High,0,0,12,false,false,2048,2.76,201
General purpose,current,m5ad.4xlarge,0,16,AMD EPYC 7571,2.5 GHz,M5AD Quadruple Extra Large,64,Up to 10 Gigabit,0,0,2,true,true,300,0.824,201
Memory optimized,current,r6id.metal,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6ID Metal,1024,50 Gigabit,0,0,4,true,true,1900,9.6768,201
Memory optimized,current,r7g.metal,0,64,AWS Graviton3 Processor,2.5 GHz,R7G Metal,512,30 Gigabit,0,0,,,,,3.4272,201
Compute optimized,current,c6g.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,C6G Quadruple Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.544,201
Memory optimized,current,r6in.xlarge,0,4,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IN Extra Large,32,Up to 30 Gigabit,0,0,,,,,0.34866,201
Memory optimized,current,r6i.32xlarge,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6I 32xlarge,1024,50 Gigabit,0,0,,,,,8.064,201
Memory optimized,current,x2idn.16xlarge,0,64,Intel Xeon Scalable (Icelake),3.5 GHz,X2IDN 16xlarge,1024,50 Gigabit,0,0,1,true,true,1900,6.669,201
Memory optimized,current,u-6tb1.112xlarge,0,448,Intel Xeon Scalable (Skylake),,U-6TB1 112xlarge,6144,100 Gigabit,0,0,,,,,54.6,201
Machine Learning ASIC Instances,current,inf1.6xlarge,0,24,Intel Xeon Platinum 8275CL (Cascade Lake),,INF1 6xlarge,48,25 Gigabit,0,4,,,,,1.18,201
Memory optimized,current,r6idn.large,0,2,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IDN Large,16,Up to 25 Gigabit,0,0,1,true,true,118,0.19539,201
GPU instance,current,g4ad.4xlarge,0,16,AMD EPYC 7R32,2.8 GHz,G4AD Quadruple Extra Large,64,Up to 10 Gigabit,0,1,1,true,true,600,0.867,201
Storage optimized,current,d3.4xlarge,0,16,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,D3 Quadruple Extra Large,128,Up to 15 Gigabit,0,0,12,false,true,1980,1.998,201
GPU instance,current,g4ad.2xlarge,0,8,AMD EPYC 7R32,2.8 GHz,G4AD Double Extra Large,32,Up to 10 Gigabit,0,1,1,true,true,300,0.54117,201
Compute optimized,current,c6in.16xlarge,0,64,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6IN 16xlarge,128,100 Gigabit,0,0,,,,,3.6288,201
General purpose,current,m5zn.12xlarge,0,48,Intel Xeon Platinum 8252,4.5 GHz,M5ZN 12xlarge,192,100 Gigabit,0,0,,,,,3.9641,201
Compute optimized,current,c6gd.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,C6GD 16xlarge,128,25 Gigabit,0,0,2,true,true,1900,2.4576,201
General purpose,current,m6gd.2xlarge,0,8,AWS Graviton2 Processor,2.5 GHz,M6GD Double Extra Large,32,Up to 10 Gigabit,0,0,1,true,true,474,0.3616,201
Compute optimized,current,c5a.xlarge,0,4,AMD EPYC 7R32,2.8 GHz,C5A Extra Large,8,Up to 10 Gigabit,0,0,,,,,0.154,201
Compute optimized,current,c6id.12xlarge,0,48,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6ID 12xlarge,96,18.75 Gigabit,0,0,2,true,true,1425,2.4192,201
General purpose,current,m5d.4xlarge,70,16,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose Quadruple Extra Large,64,Up to 10 Gigabit,0,0,2,true,true,300,0.904,201
Memory optimized,current,r7g.xlarge,0,4,AWS Graviton3 Processor,2.5 GHz,R7G Extra Large,32,Up to 12.5 Gigabit,0,0,,,,,0.2142,201
Memory optimized,current,r6id.large,0,2,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6ID Large,16,Up to 12.5 Gigabit,0,0,1,true,true,118,0.1512,201
Memory optimized,current,r5.16xlarge,256,64,Intel Xeon Platinum 8175,3.1 GHz,R5 16xlarge,512,20 Gigabit,0,0,,,,,4.032,201
Memory optimized,current,r7iz.large,0,2,Intel Xeon Scalable (Sapphire Rapids),3900 MHz,R7IZ Large,16,Up to 12.5 Gigabit,0,0,,,,,0.186,201
Memory optimized,current,x2iezn.8xlarge,0,32,Intel Xeon Platinum 8252,4.5 GHz,X2IEZN Eight Extra Large,1024,75 Gigabit,0,0,,,,,6.672,201
Memory optimized,current,r5a.4xlarge,0,16,AMD EPYC 7571,2.5 GHz,R5A Quadruple Extra Large,128,Up to 10 Gigabit,0,0,,,,,0.904,201
General purpose,current,m6in.16xlarge,0,64,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6IN 16xlarge,256,100 Gigabit,0,0,,,,,4.45536,201
General purpose,current,m7a.large,0,2,AMD EPYC 9R14 Processor,3.7 GHz,M7A Large,8,Up to 12.5 Gigabit,0,0,,,,,0.11592,201
General purpose,current,t3.xlarge,variable,4,Intel Skylake E5 2686 v5,3.1 GHz,T3 Extra Large,16,Up to 5 Gigabit,0,0,,,,,0.1664,201
Compute optimized,current,c6a.large,0,2,AMD EPYC 7R13 Processor,2.95 GHz,C6A Large,4,Up to 12.5 Gigabit,0,0,,,,,0.0765,201
Memory optimized,current,z1d.12xlarge,235,48,Intel Xeon Platinum 8151,4 GHz,Z1D 12xlarge,384,25 Gigabit,0,0,2,true,true,900,4.464,201
Memory optimized,current,r5b.metal,0,96,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5B Metal,768,25 Gigabit,0,0,,,,,7.152,201
General purpose,current,m7g.xlarge,0,4,AWS Graviton3 Processor,2.5 GHz,M7G Extra Large,16,Up to 12.5 Gigabit,0,0,,,,,0.1632,201
General purpose,previous,m1.small,1,1,Intel Xeon Family,,M1 General Purpose Small,1.7,Low,0,0,1,false,false,160,0.044,201
Compute optimized,current,c5ad.8xlarge,0,32,AMD EPYC 7R32,2.8 GHz,C5AD Eight Extra Large,64,10 Gigabit,0,0,2,true,true,600,1.376,201
General purpose,current,m7g.8xlarge,0,32,AWS Graviton3 Processor,2.5 GHz,M7G Eight Extra Large,128,15 Gigabit,0,0,,,,,1.3056,201
General purpose,current,m6in.2xlarge,0,8,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6IN Double Extra Large,32,Up to 40 Gigabit,0,0,,,,,0.55692,201
Compute optimized,current,c6id.large,0,2,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6ID Large,4,Up to 12.5 Gigabit,0,0,1,true,true,118,0.1008,201
Memory optimized,current,r6i.8xlarge,0,32,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6I Eight Extra Large,256,12.5 Gigabit,0,0,,,,,2.016,201
Memory optimized,current,r5d.large,10,2,Intel Xeon Platinum 8175,3.1 GHz,R5D Large,16,Up to 10 Gigabit,0,0,1,true,true,75,0.144,201
General purpose,previous,a1.xlarge,0,4,AWS Graviton Processor,2.3 GHz,A1 Extra Large,8,Up to 10 Gigabit,0,0,,,,,0.102,201
Memory optimized,current,x2idn.24xlarge,0,96,Intel Xeon Scalable (Icelake),3.5 GHz,X2IDN 24xlarge,1536,75 Gigabit,0,0,2,true,true,1425,10.0035,201
Memory optimized,current,r5b.8xlarge,0,32,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5B Eight Extra Large,256,10 Gigabit,0,0,,,,,2.384,201
Memory optimized,current,u-18tb1.112xlarge,0,448,Intel Xeon Platinum 8280L (Cascade Lake),,U-18TB1 112xlarge,18432,100 Gigabit,0,0,,,,,163.8,201
Memory optimized,current,r6gd.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,R6GD Eight Extra Large,256,12 Gigabit,0,0,1,true,true,1900,1.8432,201
Compute optimized,current,c7g.16xlarge,0,64,AWS Graviton3 Processor,2.5 GHz,C7G 16xlarge,128,30 Gigabit,0,0,,,,,2.32,201
Compute optimized,current,c7gd.large,0,2,AWS Graviton3 Processor,2.5 GHz,C7GD Large,4,Up to 12.5 Gigabit,0,0,1,true,true,118,0.0907,201
Memory optimized,current,r6i.24xlarge,0,96,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6I 24xlarge,768,37.5 Gigabit,0,0,,,,,6.048,201
Storage optimized,current,i3.metal,208,72,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Metal,512,25 Gigabit,0,0,8,true,true,1900,4.992,201
Compute optimized,current,c6g.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,C6G 16xlarge,128,25 Gigabit,0,0,,,,,2.176,201
Memory optimized,current,r6g.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,R6G 16xlarge,512,25 Gigabit,0,0,,,,,3.2256,201
General purpose,current,m7gd.medium,0,1,AWS Graviton3 Processor,2.5 GHz,M7GD Medium,4,Up to 12.5 Gigabit,0,0,1,true,true,59,0.0534,201
Compute optimized,current,c7a.24xlarge,0,96,AMD EPYC 9R14 Processor,3.7 GHz,C7A 24xlarge,192,37.5 Gigabit,0,0,,,,,4.92672,201
Compute optimized,current,c5ad.24xlarge,0,96,AMD EPYC 7R32,2.8 GHz,C5AD 24xlarge,192,20 Gigabit,0,0,2,true,true,1900,4.128,201
General purpose,current,m6gd.large,0,2,AWS Graviton2 Processor,2.5 GHz,M6GD Large,8,Up to 10 Gigabit,0,0,1,true,true,118,0.0904,201
Memory optimized,current,r7gd.12xlarge,0,48,AWS Graviton3 Processor,2.5 GHz,R7GD 12xlarge,384,22.5 Gigabit,0,0,2,true,true,1425,3.2659,201
Memory optimized,current,r7a.xlarge,0,4,AMD EPYC 9R14 Processor,3.7 GHz,R7A Extra Large,32,Up to 12.5 Gigabit,0,0,,,,,0.3043,201
Memory optimized,current,r7g.8xlarge,0,32,AWS Graviton3 Processor,2.5 GHz,R7G Eight Extra Large,256,15 Gigabit,0,0,,,,,1.7136,201
General purpose,current,t4g.large,0,2,AWS Graviton2 Processor,2.5 GHz,T4G Large,8,Up to 5 Gigabit,0,0,,,,,0.0672,201
General purpose,current,m6id.12xlarge,0,48,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6ID 12xlarge,192,18.75 Gigabit,0,0,2,true,true,1425,2.8476,201
General purpose,current,m5n.large,0,2,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5N Large,8,Up to 25 Gigabit,0,0,,,,,0.119,201
Memory optimized,current,r6in.8xlarge,0,32,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IN Eight Extra Large,256,50 Gigabit,0,0,,,,,2.78928,201
Memory optimized,current,r5b.2xlarge,0,8,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5B Double Extra Large,64,Up to 10 Gigabit,0,0,,,,,0.596,201
Memory optimized,current,x2gd.12xlarge,0,48,AWS Graviton2 Processor,2.5 GHz,X2GD 12xlarge,768,20 Gigabit,0,0,2,true,true,1425,4.008,201
General purpose,current,m5dn.8xlarge,0,32,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5DN Eight Extra Large,128,25 Gigabit,0,0,2,true,true,600,2.176,201
Compute optimized,current,c5d.12xlarge,188,48,Intel Xeon Platinum 8275L,3 GHz,C5 High-CPU 12xlarge,96,12 Gigabit,0,0,2,true,true,900,2.304,201
GPU instance,current,p2.xlarge,16,4,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,P2 General Purpose GPU Extra Large,61,High,0,1,,,,,0.9,201
General purpose,current,m7i-flex.large,0,2,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz,M7I-FLEX Large,8,Up to 12.5 Gigabit,0,0,,,,,0.09576,201
Memory optimized,current,r5dn.large,0,2,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5DN Large,16,Up to 25 Gigabit,0,0,1,true,true,75,0.167,201
Compute optimized,current,c5ad.16xlarge,0,64,AMD EPYC 7R32,2.8 GHz,C5AD 16xlarge,128,20 Gigabit,0,0,2,true,true,1200,2.752,201
Memory optimized,current,r4.4xlarge,58,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,R4 High-Memory Quadruple Extra Large,122,Up to 10 Gigabit,0,0,,,,,1.064,201
Compute optimized,current,c6in.large,0,2,Intel Xeon 8375C (Ice Lake),3.5 GHz,C6IN Large,4,Up to 25 Gigabit,0,0,,,,,0.1134,201
Memory optimized,current,r5a.xlarge,0,4,AMD EPYC 7571,2.5 GHz,R5A Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.226,201
General purpose,current,m5n.4xlarge,0,16,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5N Quadruple Extra Large,64,Up to 25 Gigabit,0,0,,,,,0.952,201
Memory optimized,current,r6idn.32xlarge,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IDN 32xlarge,1024,200 Gigabit,0,0,4,true,true,1900,12.50496,201
General purpose,current,m5ad.24xlarge,0,96,AMD EPYC 7571,2.5 GHz,M5AD 24xlarge,384,20 Gigabit,0,0,4,true,true,900,4.944,201
Memory optimized,current,r7g.16xlarge,0,64,AWS Graviton3 Processor,2.5 GHz,R7G 16xlarge,512,30 Gigabit,0,0,,,,,3.4272,201
Memory optimized,current,r6in.4xlarge,0,16,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IN Quadruple Extra Large,128,Up to 50 Gigabit,0,0,,,,,1.39464,201
Compute optimized,current,c6g.xlarge,0,4,AWS Graviton2 Processor,2.5 GHz,C6G Extra Large,8,Up to 10 Gigabit,0,0,,,,,0.136,201
Storage optimized,current,d3en.4xlarge,0,16,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,D3EN Quadruple Extra Large,64,25 Gigabit,0,0,8,false,true,13980,2.103,201
FPGA Instances,current,f1.4xlarge,58,16,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,F1 Quadruple Extra Large,244,Up to 10 Gigabit,2,0,1,true,true,940,3.3,201
General purpose,current,t3a.2xlarge,variable,8,AMD EPYC 7571,2.5 GHz,T3A Double Extra Large,32,Up to 5 Gigabit,0,0,,,,,0.3008,201
Compute optimized,current,c5a.24xlarge,0,96,AMD EPYC 7R32,2.8 GHz,C5A 24xlarge,192,20 Gigabit,0,0,,,,,3.696,201
Compute optimized,current,c5a.4xlarge,0,16,AMD EPYC 7R32,2.8 GHz,C5A Quadruple Extra Large,32,Up to 10 Gigabit,0,0,,,,,0.616,201
General purpose,current,m7gd.2xlarge,0,8,AWS Graviton3 Processor,2.5 GHz,M7GD Double Extra Large,32,Up to 15 Gigabit,0,0,1,true,true,474,0.4271,201
FPGA Instances,current,f1.2xlarge,31,8,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,F1 Double Extra Large,122,Up to 10 Gigabit,1,0,1,true,true,470,1.65,201
Memory optimized,current,r5a.12xlarge,0,48,AMD EPYC 7571,2.5 GHz,R5A 12xlarge,384,10 Gigabit,0,0,,,,,2.712,201
General purpose,current,m5zn.large,0,2,Intel Xeon Platinum 8252,4.5 GHz,M5ZN Large,8,Up to 25 Gigabit,0,0,,,,,0.1652,201
General purpose,current,m7i-flex.4xlarge,0,16,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz,M7I-FLEX Quadruple Extra Large,64,Up to 12.5 Gigabit,0,0,,,,,0.76608,201
Memory optimized,current,x2gd.medium,0,1,AWS Graviton2 Processor,2.5 GHz,X2GD Medium,16,Up to 10 Gigabit,0,0,1,true,true,59,0.0835,201
Memory optimized,current,x2iedn.24xlarge,0,96,Intel Xeon Scalable (Icelake),3.5 GHz,X2IEDN 24xlarge,3072,75 Gigabit,0,0,2,true,true,1425,20.007,201
GPU instance,current,g5.12xlarge,0,48,AMD EPYC 7R32,2.8 GHz,G5 Graphics and Machine Learning GPU 12xlarge,192,40 Gigabit,0,4,1,true,true,3800,5.672,201
Compute optimized,current,c5ad.4xlarge,0,16,AMD EPYC 7R32,2.8 GHz,C5AD Quadruple Extra Large,32,Up to 10 Gigabit,0,0,2,true,true,300,0.688,201
General purpose,current,m7i.48xlarge,0,192,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,M7I 48xlarge,768,50 Gigabit,0,0,,,,,9.6768,201
General purpose,current,m5d.metal,345,96,Intel Xeon Platinum 8175,3.1 GHz,M5 General Purpose Metal,384,25 Gigabit,0,0,4,true,true,900,5.424,201
GPU instance,previous,g2.2xlarge,26,8,Intel Xeon E5-2670 (Sandy Bridge),2.6 GHz,G2 Double Extra Large,15,Moderate,0,1,1,true,false,60,0.65,201
General purpose,current,m7i-flex.8xlarge,0,32,Intel Xeon Scalable (Sapphire Rapids),3.5 GHz,M7I-FLEX Eight Extra Large,128,Up to 12.5 Gigabit,0,0,,,,,1.53216,201
General purpose,current,m6g.large,0,2,AWS Graviton2 Processor,,M6G Large,8,Up to 10 Gigabit,0,0,,,,,0.077,201
Machine Learning ASIC Instances,current,inf2.24xlarge,0,96,AMD EPYC 7R13 Processor,2.95 GHz,INF2 24xlarge,384,50 Gigabit,0,6,,,,,6.49063,201
Compute optimized,current,c4.2xlarge,31,8,Intel Xeon E5-2666 v3 (Haswell),2.9 GHz,C4 High-CPU Double Extra Large,15,High,0,0,,,,,0.398,201
General purpose,current,m5ad.8xlarge,0,32,AMD EPYC 7571,2.5 GHz,M5AD Eight Extra Large,128,Up to 10 Gigabit,0,0,2,true,true,600,1.648,201
General purpose,current,m6gd.16xlarge,0,64,AWS Graviton2 Processor,2.5 GHz,M6GD 16xlarge,256,25 Gigabit,0,0,2,true,true,1900,2.8928,201
GPU instance,current,g4ad.16xlarge,0,64,AMD EPYC 7R32,2.8 GHz,G4AD 16xlarge,256,25 Gigabit,0,4,2,true,true,1200,3.468,201
Memory optimized,current,r6a.24xlarge,0,96,AMD EPYC 7R13 Processor,2.95 GHz,R6A 24xlarge,768,37.5 Gigabit,0,0,,,,,5.4432,201
Compute optimized,current,hpc7g.16xlarge,0,64,AWS Graviton3 Processor,2.6 GHz,HPC7G 16xlarge,128,200 Gigabit,0,0,,,,,1.6832,201
Memory optimized,current,r5dn.12xlarge,0,48,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5DN 12xlarge,384,50 Gigabit,0,0,2,true,true,900,4.008,201
General purpose,current,m6id.8xlarge,0,32,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6ID Eight Extra Large,128,12.5 Gigabit,0,0,1,true,true,1900,1.8984,201
Compute optimized,current,c6gn.2xlarge,0,8,AWS Graviton2 Processor,2.5 GHz,C6GN Double Extra Large,16,Up to 25 Gigabit,0,0,,,,,0.3456,201
General purpose,current,m5ad.12xlarge,0,48,AMD EPYC 7571,2.5 GHz,M5AD 12xlarge,192,10 Gigabit,0,0,2,true,true,900,2.472,201
Storage optimized,current,h1.16xlarge,201,64,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,H1 16xlarge,256,25 Gigabit,0,0,8,false,false,2000,3.744,201
General purpose,current,m6idn.metal,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6IDN Metal,512,200 Gigabit,0,0,4,true,true,1900,10.18368,201
General purpose,current,m5a.24xlarge,0,96,AMD EPYC 7571,2.5 GHz,M5A 24xlarge,384,20 Gigabit,0,0,,,,,4.128,201
General purpose,current,m6g.xlarge,0,4,AWS Graviton2 Processor,,M6G Extra Large,16,Up to 10 Gigabit,0,0,,,,,0.154,201
Memory optimized,current,r7iz.2xlarge,0,8,Intel Xeon Scalable (Sapphire Rapids),3900 MHz,R7IZ Double Extra Large,64,Up to 12.5 Gigabit,0,0,,,,,0.744,201
Memory optimized,current,r6gd.4xlarge,0,16,AWS Graviton2 Processor,2.5 GHz,R6GD Quadruple Extra Large,128,Up to 10 Gigabit,0,0,1,true,true,950,0.9216,201
General purpose,current,m6a.12xlarge,0,48,AMD EPYC 7R13 Processor,2.95 GHz,M6A 12xlarge,192,18.75 Gigabit,0,0,,,,,2.0736,201
Compute optimized,current,c7gn.large,0,2,AWS Graviton3 Processor,2.6 GHz,C7GN Large,4,Up to 30 Gigabit,0,0,,,,,0.1248,201
General purpose,current,m6i.12xlarge,0,48,Intel Xeon 8375C (Ice Lake),3.5 GHz,M6I 12xlarge,192,18.75 Gigabit,0,0,,,,,2.304,201
General purpose,current,m6a.metal,0,192,AMD EPYC 7R13 Processor,2.95 GHz,M6A Metal,768,50 Gigabit,0,0,,,,,8.2944,201
Storage optimized,current,i3.large,8,2,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,I3 High I/O Large,15.25,Up to 10 Gigabit,0,0,1,true,true,475,0.156,201
Memory optimized,current,r7i.xlarge,0,4,Intel Xeon Scalable (Sapphire Rapids),3.2 GHz,R7I Extra Large,32,Up to 12.5 Gigabit,0,0,,,,,0.2646,201
GPU instance,current,g5g.metal,0,64,AWS Graviton2 Processor,2.5 GHz,G5G Metal,128,25 Gigabit,0,2,,,,,2.744,201
GPU instance,current,g3.8xlarge,97,32,Intel Xeon E5-2686 v4 (Broadwell),2.3 GHz,G3 Graphics GPU Eight Extra Large,244,10 Gigabit,0,2,,,,,2.28,201
General purpose,current,m6gd.medium,0,1,AWS Graviton2 Processor,2.5 GHz,M6GD Medium,4,Up to 10 Gigabit,0,0,1,true,true,59,0.0452,201
Compute optimized,current,c6g.12xlarge,0,48,AWS Graviton2 Processor,2.5 GHz,C6G 12xlarge,96,20 Gigabit,0,0,,,,,1.632,201
Memory optimized,current,r5.4xlarge,70,16,Intel Xeon Platinum 8175,3.1 GHz,R5 Quadruple Extra Large,128,Up to 10 Gigabit,0,0,,,,,1.008,201
Memory optimized,current,r6idn.8xlarge,0,32,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IDN Eight Extra Large,256,50 Gigabit,0,0,1,true,true,1900,3.12624,201
Memory optimized,current,r6idn.metal,0,128,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IDN Metal,1024,200 Gigabit,0,0,4,true,true,1900,12.50496,201
Compute optimized,current,c6gd.large,0,2,AWS Graviton2 Processor,2.5 GHz,C6GD Large,4,Up to 10 Gigabit,0,0,1,true,true,118,0.0768,201
General purpose,current,m5zn.xlarge,0,4,Intel Xeon Platinum 8252,4.5 GHz,M5ZN Extra Large,16,Up to 25 Gigabit,0,0,,,,,0.3303,201
Compute optimized,current,c5a.16xlarge,0,64,AMD EPYC 7R32,2.8 GHz,C5A 16xlarge,128,20 Gigabit,0,0,,,,,2.464,201
Memory optimized,current,r7gd.4xlarge,0,16,AWS Graviton3 Processor,2.5 GHz,R7GD Quadruple Extra Large,128,Up to 15 Gigabit,0,0,1,true,true,950,1.0886,201
Memory optimized,current,r7a.large,0,2,AMD EPYC 9R14 Processor,3.7 GHz,R7A Large,16,Up to 12.5 Gigabit,0,0,,,,,0.15215,201
Media Accelerator Instances,current,vt1.3xlarge,0,12,Intel Xeon Platinum 8259CL,2.5 GHz,VT1 3xlarge,24,3.12 Gigabit,0,0,,,,,0.65,201
Memory optimized,current,r5.large,10,2,Intel Xeon Platinum 8175,3.1 GHz,R5 Large,16,Up to 10 Gigabit,0,0,,,,,0.126,201
Compute optimized,current,c6a.24xlarge,0,96,AMD EPYC 7R13 Processor,2.95 GHz,C6A 24xlarge,192,37.5 Gigabit,0,0,,,,,3.672,201
General purpose,current,t4g.small,0,2,AWS Graviton2 Processor,2.5 GHz,T4G Small,2,Up to 5 Gigabit,0,0,,,,,0.0168,201
General purpose,current,m7a.24xlarge,0,96,AMD EPYC 9R14 Processor,3.7 GHz,M7A 24xlarge,384,37.5 Gigabit,0,0,,,,,5.56416,201
General purpose,current,m4.2xlarge,26,8,Intel Xeon E5-2676 v3 (Haswell),2.4 GHz,M4 General Purpose Double Extra Large,32,High,0,0,,,,,0.4,201
Storage optimized,current,i4i.8xlarge,0,32,Intel Xeon 8375C (Ice Lake),3.5 GHz,I4I Eight Extra Large,256,18.75 Gigabit,0,0,2,true,true,3750,2.746,201
General purpose,current,m5dn.2xlarge,0,8,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,M5DN Double Extra Large,32,Up to 25 Gigabit,0,0,1,true,true,300,0.544,201
Memory optimized,current,r5b.4xlarge,0,16,Intel Xeon Platinum 8259 (Cascade Lake),3.1 GHz,R5B Quadruple Extra Large,128,Up to 10 Gigabit,0,0,,,,,1.192,201
Memory optimized,current,r5ad.large,0,2,AMD EPYC 7571,2.5 GHz,R5AD Large,16,Up to 10 Gigabit,0,0,1,true,true,75,0.131,201
Storage optimized,current,im4gn.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,IM4GN Eight Extra Large,128,50 Gigabit,0,0,2,true,true,7500,2.91034,201
Memory optimized,current,r6idn.16xlarge,0,64,Intel Xeon 8375C (Ice Lake),3.5 GHz,R6IDN 16xlarge,512,100 Gigabit,0,0,2,true,true,1900,6.25248,201
Memory optimized,current,x2gd.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,X2GD Eight Extra Large,512,12 Gigabit,0,0,1,true,true,1900,2.672,201
Compute optimized,current,c5n.metal,0,72,Intel Xeon Platinum 8124M,3 GHz,C5N Metal,192,100 Gigabit,0,0,,,,,3.888,201
Memory optimized,current,r5ad.8xlarge,0,32,AMD EPYC 7571,2.5 GHz,R5AD Eight Extra Large,256,Up to 10 Gigabit,0,0,2,true,true,600,2.096,201
Compute optimized,current,c6g.metal,0,64,AWS Graviton2 Processor,2.5 GHz,C6G Metal,128,25 Gigabit,0,0,,,,,2.176,201
Compute optimized,current,c6gd.8xlarge,0,32,AWS Graviton2 Processor,2.5 GHz,C6GD Eight Extra Large,64,12 Gigabit,0,0,1,true,true,1900,1.2288,201
General purpose,current,m7gd.large,0,2,AWS Graviton3 Processor,2.5 GHz,M7GD Large,8,Up to 12.5 Gigabit,0,0,1,true,true,118,0.1068,201
General purpose,current,m6a.2xlarge,0,8,AMD EPYC 7R13 Processor,2.95 GHz,M6A Double Extra Large,32,Up to 12.5 Gigabit,0,0,,,,,0.3456,201
Compute optimized,current,c7g.2xlarge,0,8,AWS Graviton3 Processor,2.5 GHz,C7G Double Extra Large,16,Up to 15 Gigabit,0,0,,,,,0.29,201
Memory optimized,current,r7gd.medium,0,1,AWS Graviton3 Processor,2.5 GHz,R7GD Medium,8,Up to 12.5 Gigabit,0,0,1,true,true,59,0.068,201
Memory optimized,current,z1d.large,12,2,Intel Xeon Platinum 8151,4 GHz,Z1D Large,16,Up to 10 Gigabit,0,0,1,true,true,75,0.186,201
General purpose,current,m6g.4xlarge,0,16,AWS Graviton2 Processor,,M6G Quadruple Extra Large,64,Up to 10 Gigabit,0,0,,,,,0.616,201
